Id,Date,Sales_USD_cumsum,Number_of_Sales_cumsum,Active_Market_Wallets_cumsum,Primary_Sales_cumsum,Secondary_Sales_cumsum,AverageUSD_cum,Sales_USD,Number_of_Sales,Active_Market_Wallets,Primary_Sales
745,2019-07-06,84404566.2,3004950,116872.0,2149028,955.0,28.09,29386.540000006600,3049.0,85.0,2094.0
746,2019-07-07,84457738.16,3007835,116922.0,2150999,914.0,28.08,53171.95999999340,2885.0,50.0,1971.0
747,2019-07-08,84510888.79,3010418,117019.0,2152551,1031.0,28.07,53150.63000001010,2583.0,97.0,1552.0
748,2019-07-09,84578100.89,3013369,117158.0,2154040,1462.0,28.07,67212.09999999400,2951.0,139.0,1489.0
749,2019-07-10,84668075.99,3016036,117236.0,2155624,1083.0,28.07,89975.09999999400,2667.0,78.0,1584.0
750,2019-07-11,84726525.61,3017933,117322.0,2156767,754.0,28.07,58449.62000000480,1897.0,86.0,1143.0
751,2019-07-12,84762512.58,3020374,117435.0,2158366,842.0,28.06,35986.96999999880,2441.0,113.0,1599.0
752,2019-07-13,84805175.95,3023160,117474.0,2160318,834.0,28.05,42663.37000000480,2786.0,39.0,1952.0
753,2019-07-14,84860289.29,3025875,117487.0,2162191,842.0,28.04,55113.340000003600,2715.0,13.0,1873.0
754,2019-07-15,84929579.52,3028395,117562.0,2163881,830.0,28.04,69290.22999998930,2520.0,75.0,1690.0
755,2019-07-16,84974730.36,3029557,117611.0,2164577,466.0,28.05,45150.840000003600,1162.0,49.0,696.0
756,2019-07-17,85037052.5,3032312,117684.0,2166512,820.0,28.04,62322.140000000600,2755.0,73.0,1935.0
757,2019-07-18,85095154.86,3036639,117771.0,2169411,1428.0,28.02,58102.359999999400,4327.0,87.0,2899.0
758,2019-07-19,85122628.07,3039618,117852.0,2171530,860.0,28.0,27473.209999993400,2979.0,81.0,2119.0
759,2019-07-20,85158993.56,3044397,117954.0,2175118,1191.0,27.97,36365.49000000950,4779.0,102.0,3588.0
760,2019-07-21,85196017.02,3049169,118026.0,2179009,881.0,27.94,37023.45999999340,4772.0,72.0,3891.0
761,2019-07-22,85232358.53,3052655,118104.0,2181692,803.0,27.92,36341.510000005400,3486.0,78.0,2683.0
762,2019-07-23,85265038.68,3056347,118208.0,2184610,774.0,27.9,32680.15000000600,3692.0,104.0,2918.0
763,2019-07-24,85290536.78,3059196,118355.0,2186619,840.0,27.88,25498.09999999400,2849.0,147.0,2009.0
764,2019-07-25,85314735.79,3061749,118404.0,2188495,677.0,27.86,24199.010000005400,2553.0,49.0,1876.0
765,2019-07-26,85347396.61,3065840,118503.0,2191811,775.0,27.84,32660.819999992800,4091.0,99.0,3316.0
766,2019-07-27,85381367.43,3069790,118525.0,2195106,655.0,27.81,33970.82000000780,3950.0,22.0,3295.0
767,2019-07-28,85414978.92,3073712,118561.0,2198418,610.0,27.79,33611.489999994600,3922.0,36.0,3312.0
768,2019-07-29,85467270.68,3077607,118680.0,2201487,826.0,27.77,52291.760000005400,3895.0,119.0,3069.0
769,2019-07-30,85517355.21,3081842,118749.0,2204978,744.0,27.75,50084.52999998630,4235.0,69.0,3491.0
770,2019-07-31,85574309.3,3085477,118828.0,2207698,915.0,27.73,56954.090000003600,3635.0,79.0,2720.0
771,2019-08-01,85649006.75,3088603,118947.0,2209951,873.0,27.73,74697.45000000300,3126.0,119.0,2253.0
772,2019-08-02,85683121.7,3091495,119081.0,2211940,903.0,27.72,34114.95000000300,2892.0,134.0,1989.0
773,2019-08-03,85723105.96,3094965,119145.0,2214526,884.0,27.7,39984.25999999050,3470.0,64.0,2586.0
774,2019-08-04,85759846.52,3098674,119173.0,2216969,1266.0,27.68,36740.560000002400,3709.0,28.0,2443.0
775,2019-08-05,85789402.64,3101951,119254.0,2219263,983.0,27.66,29556.12000000480,3277.0,81.0,2294.0
776,2019-08-06,85823907.76,3104078,119349.0,2220567,823.0,27.65,34505.12000000480,2127.0,95.0,1304.0
777,2019-08-07,85860876.82,3106902,119443.0,2222366,1025.0,27.64,36969.05999998750,2824.0,94.0,1799.0
778,2019-08-08,85901665.56,3109761,119564.0,2224199,1026.0,27.62,40788.74000000950,2859.0,121.0,1833.0
779,2019-08-09,85943145.81,3112553,119692.0,2226247,744.0,27.61,41480.25,2792.0,128.0,2048.0
780,2019-08-10,85964862.35,3114694,119869.0,2227759,629.0,27.6,21716.539999991700,2141.0,177.0,1512.0
781,2019-08-11,85988844.87,3117052,119924.0,2229339,778.0,27.59,23982.52000001070,2358.0,55.0,1580.0
782,2019-08-12,86094305.18,3119477,120028.0,2230950,814.0,27.6,105460.31000000200,2425.0,104.0,1611.0
783,2019-08-13,86137339.21,3122062,120126.0,2232381,1154.0,27.59,43034.02999998630,2585.0,98.0,1431.0
784,2019-08-14,86175209.56,3124846,120202.0,2234244,921.0,27.58,37870.35000000890,2784.0,76.0,1863.0
785,2019-08-15,86209777.38,3127450,120399.0,2236118,730.0,27.57,34567.81999999290,2604.0,197.0,1874.0
786,2019-08-16,86254924.67,3130150,120461.0,2237932,886.0,27.56,45147.29000000660,2700.0,62.0,1814.0
787,2019-08-17,86277666.4,3133831,120540.0,2240675,938.0,27.53,22741.730000004200,3681.0,79.0,2743.0
788,2019-08-18,86299097.43,3137605,120612.0,2243513,936.0,27.5,21431.030000001200,3774.0,72.0,2838.0
789,2019-08-19,86330382.42,3140021,120685.0,2245180,749.0,27.49,31284.989999994600,2416.0,73.0,1667.0
790,2019-08-20,86356663.13,3147012,120898.0,2251224,947.0,27.44,26280.709999993400,6991.0,213.0,6044.0
791,2019-08-21,86382167.98,3151665,120996.0,2255162,715.0,27.41,25504.85000000890,4653.0,98.0,3938.0
792,2019-08-22,86424060.62,3155695,121091.0,2258292,900.0,27.39,41892.640000000600,4030.0,95.0,3130.0
793,2019-08-23,86464423.82,3159723,121144.0,2261445,875.0,27.36,40363.19999998810,4028.0,53.0,3153.0
794,2019-08-24,86506504.69,3165183,121297.0,2265948,957.0,27.33,42080.87000000480,5460.0,153.0,4503.0
795,2019-08-25,86541558.14,3168791,121351.0,2268762,794.0,27.31,35053.45000000300,3608.0,54.0,2814.0
796,2019-08-26,86591551.23,3171253,121591.0,2270543,681.0,27.31,49993.090000003600,2462.0,240.0,1781.0
797,2019-08-27,86619236.98,3175458,121635.0,2274131,617.0,27.28,27685.75,4205.0,44.0,3588.0
798,2019-08-28,86684042.89,3179290,121745.0,2277252,711.0,27.27,64805.909999996400,3832.0,110.0,3121.0
799,2019-08-29,86728580.83,3182725,121873.0,2280002,685.0,27.25,44537.939999997600,3435.0,128.0,2750.0
800,2019-08-30,86758989.39,3186500,121955.0,2283129,648.0,27.23,30408.560000002400,3775.0,82.0,3127.0
801,2019-08-31,86805505.19,3192170,122045.0,2287643,1156.0,27.19,46515.79999999700,5670.0,90.0,4514.0
802,2019-09-01,86853038.56,3197392,122137.0,2291937,928.0,27.16,47533.37000000480,5222.0,92.0,4294.0
803,2019-09-02,86895703.0,3201823,122181.0,2295646,722.0,27.14,42664.439999997600,4431.0,44.0,3709.0
804,2019-09-03,86933901.16,3204961,122230.0,2298130,654.0,27.12,38198.159999996400,3138.0,49.0,2484.0
805,2019-09-04,87021664.02,3207931,122312.0,2300379,721.0,27.13,87762.8599999994,2970.0,82.0,2249.0
806,2019-09-05,87057663.42,3210063,122367.0,2301934,577.0,27.12,35999.40000000600,2132.0,55.0,1555.0
807,2019-09-06,87086739.3,3211571,122419.0,2302868,574.0,27.12,29075.87999999520,1508.0,52.0,934.0
808,2019-09-07,87111752.79,3213080,122445.0,2303834,543.0,27.11,25013.490000009500,1509.0,26.0,966.0
809,2019-09-08,87156555.41,3214529,122541.0,2304799,484.0,27.11,44802.61999998990,1449.0,96.0,965.0
810,2019-09-09,87232795.95,3215922,122567.0,2305610,582.0,27.13,76240.54000000660,1393.0,26.0,811.0
811,2019-09-10,87263941.11,3217099,122751.0,2306259,528.0,27.13,31145.159999996400,1177.0,184.0,649.0
812,2019-09-11,87295754.58,3218364,122845.0,2306998,526.0,27.12,31813.469999998800,1265.0,94.0,739.0
813,2019-09-12,87334637.4,3219674,122943.0,2307693,615.0,27.13,38882.82000000780,1310.0,98.0,695.0
814,2019-09-13,87399523.96,3220964,123019.0,2308382,601.0,27.13,64886.55999998750,1290.0,76.0,689.0
815,2019-09-14,87435812.29,3223841,123098.0,2310605,654.0,27.12,36288.33000001310,2877.0,79.0,2223.0
816,2019-09-15,87464018.69,3226395,123134.0,2312301,858.0,27.11,28206.39999999110,2554.0,36.0,1696.0
817,2019-09-16,87503497.9,3227651,123252.0,2313108,449.0,27.11,39479.210000008300,1256.0,118.0,807.0
818,2019-09-17,87534113.82,3228735,123308.0,2313632,560.0,27.11,30615.919999986900,1084.0,56.0,524.0
819,2019-09-18,87563680.09,3229879,123312.0,2314295,481.0,27.11,29566.27000001070,1144.0,4.0,663.0
820,2019-09-19,87638947.88,3231005,123368.0,2314920,501.0,27.12,75267.78999999170,1126.0,56.0,625.0
821,2019-09-20,87661314.25,3231890,123452.0,2315372,433.0,27.12,22366.37000000480,885.0,84.0,452.0
822,2019-09-21,87693130.45,3234236,123499.0,2316976,742.0,27.11,31816.20000000300,2346.0,47.0,1604.0
823,2019-09-22,87724371.18,3236337,123559.0,2318489,588.0,27.11,31240.730000004200,2101.0,60.0,1513.0
824,2019-09-23,87756593.77,3237839,123609.0,2319335,656.0,27.1,32222.589999988700,1502.0,50.0,846.0
825,2019-09-24,87793933.8,3239072,123618.0,2320049,519.0,27.1,37340.03000000120,1233.0,9.0,714.0
826,2019-09-25,87825393.95,3240155,123645.0,2320588,544.0,27.11,31460.15000000600,1083.0,27.0,539.0
827,2019-09-26,87858309.67,3241293,123663.0,2321216,510.0,27.11,32915.71999999880,1138.0,18.0,628.0
828,2019-09-27,87879916.64,3242298,123671.0,2321737,484.0,27.1,21606.969999998800,1005.0,8.0,521.0
829,2019-09-28,87899409.63,3244347,123725.0,2323193,593.0,27.09,19492.989999994600,2049.0,54.0,1456.0
830,2019-09-29,87973530.04,3246910,123838.0,2325117,639.0,27.09,74120.41000001130,2563.0,113.0,1924.0
831,2019-09-30,88004401.15,3249054,123960.0,2326709,552.0,27.09,30871.109999999400,2144.0,122.0,1592.0
832,2019-10-01,88043827.38,3252856,124032.0,2329869,642.0,27.07,39426.22999998930,3802.0,72.0,3160.0
833,2019-10-02,88081596.45,3256471,124109.0,2332937,547.0,27.05,37769.07000000780,3615.0,77.0,3068.0
834,2019-10-03,88111642.55,3260549,124206.0,2336375,640.0,27.02,30046.09999999400,4078.0,97.0,3438.0
835,2019-10-04,88143236.85,3263872,124270.0,2339026,672.0,27.01,31594.29999999700,3323.0,64.0,2651.0
836,2019-10-05,88162416.2,3267328,124303.0,2341840,642.0,26.98,19179.35000000890,3456.0,33.0,2814.0
837,2019-10-06,88216445.7,3270146,124342.0,2343578,1080.0,26.98,54029.5,2818.0,39.0,1738.0
838,2019-10-07,88259599.21,3273271,124372.0,2345894,809.0,26.96,43153.50999999050,3125.0,30.0,2316.0
839,2019-10-08,88300189.82,3276520,124460.0,2348200,943.0,26.95,40590.609999999400,3249.0,88.0,2306.0
840,2019-10-09,88396925.42,3281991,124572.0,2352928,743.0,26.93,96735.60000000890,5471.0,112.0,4728.0
841,2019-10-10,88445744.06,3286064,124650.0,2356362,639.0,26.92,48818.640000000600,4073.0,78.0,3434.0
842,2019-10-11,88473882.2,3291170,124794.0,2360683,785.0,26.88,28138.140000000600,5106.0,144.0,4321.0
843,2019-10-12,88504065.12,3294418,124861.0,2362984,947.0,26.86,30182.920000001800,3248.0,67.0,2301.0
844,2019-10-13,88579608.68,3297588,125009.0,2365467,687.0,26.86,75543.56000000240,3170.0,148.0,2483.0
845,2019-10-14,88691241.83,3301044,125101.0,2368405,518.0,26.87,111633.14999999100,3456.0,92.0,2938.0
846,2019-10-15,88934695.54,3305700,125170.0,2372388,673.0,26.9,243453.71000000800,4656.0,69.0,3983.0
847,2019-10-16,89112276.62,3309175,125339.0,2374928,935.0,26.93,177581.0799999980,3475.0,169.0,2540.0
848,2019-10-17,89263591.96,3313825,125530.0,2378755,823.0,26.94,151315.33999998900,4650.0,191.0,3827.0
849,2019-10-18,89390214.14,3317987,125697.0,2382076,841.0,26.94,126622.18000000700,4162.0,167.0,3321.0
850,2019-10-19,89512645.44,3321923,125836.0,2385084,928.0,26.95,122431.29999999700,3936.0,139.0,3008.0
851,2019-10-20,89785568.53,3330484,126036.0,2392711,934.0,26.96,272923.0900000040,8561.0,200.0,7627.0
852,2019-10-21,89865192.93,3333637,126135.0,2394894,970.0,26.96,79624.40000000600,3153.0,99.0,2183.0
853,2019-10-22,89951938.83,3336877,126246.0,2397005,1129.0,26.96,86745.89999999110,3240.0,111.0,2111.0
854,2019-10-23,90018251.23,3339135,126337.0,2398548,715.0,26.96,66312.40000000600,2258.0,91.0,1543.0
855,2019-10-24,90091082.21,3341422,126449.0,2400112,723.0,26.96,72830.97999998930,2287.0,112.0,1564.0
856,2019-10-25,90173269.78,3344100,126576.0,2401876,914.0,26.96,82187.57000000780,2678.0,127.0,1764.0
857,2019-10-26,90262680.49,3348091,126707.0,2404764,1103.0,26.96,89410.70999999340,3991.0,131.0,2888.0
858,2019-10-27,90357420.33,3351695,126901.0,2407385,983.0,26.96,94739.84000000360,3604.0,194.0,2621.0
859,2019-10-28,90431726.57,3355531,126955.0,2410163,1058.0,26.95,74306.23999999460,3836.0,54.0,2778.0
860,2019-10-29,90498488.37,3358476,127098.0,2412253,855.0,26.95,66761.80000001190,2945.0,143.0,2090.0
861,2019-10-30,90578922.67,3361337,127169.0,2414241,873.0,26.95,80434.29999999700,2861.0,71.0,1988.0
862,2019-10-31,90644225.67,3364137,127198.0,2416108,933.0,26.94,65303.0,2800.0,29.0,1867.0
863,2019-11-01,90694364.16,3367562,127345.0,2418669,864.0,26.93,50138.489999994600,3425.0,147.0,2561.0
864,2019-11-02,90760575.75,3371567,127455.0,2421779,895.0,26.92,66211.59000000360,4005.0,110.0,3110.0
865,2019-11-03,90846592.5,3374721,127579.0,2424093,840.0,26.92,86016.75,3154.0,124.0,2314.0
866,2019-11-04,90903596.89,3377582,127801.0,2426156,798.0,26.91,57004.390000000600,2861.0,222.0,2063.0
867,2019-11-05,90954006.31,3380794,127975.0,2428583,785.0,26.9,50409.42000000180,3212.0,174.0,2427.0
868,2019-11-06,91015947.27,3385902,128049.0,2432851,840.0,26.88,61940.95999999340,5108.0,74.0,4268.0
869,2019-11-07,91085423.05,3391511,128223.0,2437842,618.0,26.86,69475.78000000120,5609.0,174.0,4991.0
870,2019-11-08,91126610.01,3396010,128349.0,2441733,608.0,26.83,41186.960000008300,4499.0,126.0,3891.0
871,2019-11-09,91164657.14,3401185,128576.0,2445941,967.0,26.8,38047.12999999520,5175.0,227.0,4208.0
872,2019-11-10,91227114.37,3406221,128705.0,2450156,821.0,26.78,62457.23000000420,5036.0,129.0,4215.0
873,2019-11-11,91304529.51,3409763,129109.0,2452900,798.0,26.78,77415.1400000006,3542.0,404.0,2744.0
874,2019-11-12,91352810.73,3413515,129537.0,2455871,781.0,26.76,48281.21999999880,3752.0,428.0,2971.0
875,2019-11-13,91394569.67,3417360,129893.0,2458670,1046.0,26.74,41758.939999997600,3845.0,356.0,2799.0
876,2019-11-14,91434468.35,3419989,130044.0,2460634,665.0,26.74,39898.67999999230,2629.0,151.0,1964.0
877,2019-11-15,91460161.87,3422990,130275.0,2463072,563.0,26.72,25693.52000001070,3001.0,231.0,2438.0
878,2019-11-16,91482412.82,3426189,130388.0,2465584,687.0,26.7,22250.94999998810,3199.0,113.0,2512.0
879,2019-11-17,91534742.52,3428873,130475.0,2467548,720.0,26.7,52329.70000000300,2684.0,87.0,1964.0
880,2019-11-18,91582593.73,3432019,130614.0,2470023,671.0,26.68,47851.210000008300,3146.0,139.0,2475.0
881,2019-11-19,91629341.91,3434956,130818.0,2472297,663.0,26.68,46748.17999999230,2937.0,204.0,2274.0
882,2019-11-20,91672526.17,3437924,131098.0,2474552,713.0,26.67,43184.260000005400,2968.0,280.0,2255.0
883,2019-11-21,91714865.08,3440632,131283.0,2476560,700.0,26.66,42338.909999996400,2708.0,185.0,2008.0
884,2019-11-22,91853668.68,3453740,131791.0,2477964,11704.0,26.6,138803.60000000900,13108.0,508.0,1404.0
885,2019-11-23,91955177.69,3471651,131986.0,2481972,13903.0,26.49,101509.00999999000,17911.0,195.0,4008.0
886,2019-11-24,92052991.89,3491437,132140.0,2485700,16058.0,26.37,97814.20000000300,19786.0,154.0,3728.0
887,2019-11-25,92134205.79,3501783,132303.0,2488506,7540.0,26.31,81213.90000000600,10346.0,163.0,2806.0
888,2019-11-26,92197004.9,3514069,132459.0,2492065,8727.0,26.24,62799.109999999400,12286.0,156.0,3559.0
889,2019-11-27,92290375.55,3525915,132625.0,2494816,9095.0,26.17,93370.64999999110,11846.0,166.0,2751.0
890,2019-11-28,92368172.36,3536256,132766.0,2496649,8508.0,26.12,77796.81000000240,10341.0,141.0,1833.0
891,2019-11-29,92470373.26,3555083,132865.0,2499290,16186.0,26.01,102200.90000000600,18827.0,99.0,2641.0
892,2019-11-30,92555969.57,3568514,132996.0,2502517,10204.0,25.94,85596.30999998750,13431.0,131.0,3227.0
893,2019-12-01,92643598.33,3585321,133074.0,2505543,13781.0,25.84,87628.76000000540,16807.0,78.0,3026.0
894,2019-12-02,92713418.31,3598669,133286.0,2508090,10801.0,25.76,69819.98000000420,13348.0,212.0,2547.0
895,2019-12-03,92800189.68,3607049,133478.0,2509630,6840.0,25.73,86771.37000000480,8380.0,192.0,1540.0
896,2019-12-04,92876034.12,3614574,133612.0,2511446,5709.0,25.69,75844.43999999760,7525.0,134.0,1816.0
897,2019-12-05,93033435.43,3624789,133804.0,2515951,5710.0,25.67,157401.31000000200,10215.0,192.0,4505.0
898,2019-12-06,93094353.21,3633025,133874.0,2517510,6677.0,25.62,60917.77999998630,8236.0,70.0,1559.0
899,2019-12-07,93157285.07,3642599,133929.0,2519980,7104.0,25.57,62931.859999999400,9574.0,55.0,2470.0
900,2019-12-08,93231743.33,3653643,134063.0,2522839,8185.0,25.52,74458.26000000540,11044.0,134.0,2859.0
901,2019-12-09,93344972.29,3663002,134138.0,2524776,7422.0,25.48,113228.96000000800,9359.0,75.0,1937.0
902,2019-12-10,93433993.43,3670877,134235.0,2527360,5291.0,25.45,89021.1400000006,7875.0,97.0,2584.0
903,2019-12-11,93514927.43,3679119,134338.0,2530574,5028.0,25.42,80934.0,8242.0,103.0,3214.0
904,2019-12-12,93587709.63,3687275,134489.0,2534810,3920.0,25.38,72782.19999998810,8156.0,151.0,4236.0
905,2019-12-13,93637718.67,3693222,134607.0,2537176,3581.0,25.35,50009.04000000660,5947.0,118.0,2366.0
906,2019-12-14,93697101.97,3699788,134737.0,2540513,3229.0,25.32,59383.29999999700,6566.0,130.0,3337.0
907,2019-12-15,93749392.24,3705778,134845.0,2542925,3578.0,25.3,52290.26999999580,5990.0,108.0,2412.0
908,2019-12-16,93818984.8,3710856,134944.0,2544796,3207.0,25.28,69592.56000000240,5078.0,99.0,1871.0
909,2019-12-17,93880435.71,3714744,135025.0,2547045,1639.0,25.27,61450.909999996400,3888.0,81.0,2249.0
910,2019-12-18,94094106.11,3721285,135206.0,2551121,2465.0,25.29,213670.40000000600,6541.0,181.0,4076.0
911,2019-12-19,94202083.79,3727461,135392.0,2555203,2094.0,25.27,107977.68000000700,6176.0,186.0,4082.0
912,2019-12-20,94303761.25,3732326,135456.0,2557333,2735.0,25.27,101677.45999999300,4865.0,64.0,2130.0
913,2019-12-21,94388177.42,3739265,135593.0,2559542,4730.0,25.24,84416.17000000180,6939.0,137.0,2209.0
914,2019-12-22,94455472.67,3747796,135714.0,2562719,5354.0,25.2,67295.25,8531.0,121.0,3177.0
915,2019-12-23,94526806.61,3752310,135788.0,2564994,2239.0,25.19,71333.93999999760,4514.0,74.0,2275.0
916,2019-12-24,94595556.85,3757292,135904.0,2567734,2242.0,25.18,68750.23999999460,4982.0,116.0,2740.0
917,2019-12-25,94660332.27,3762801,135962.0,2570905,2338.0,25.16,64775.42000000180,5509.0,58.0,3171.0
918,2019-12-26,94771822.13,3768274,136025.0,2574228,2150.0,25.15,111489.8599999990,5473.0,63.0,3323.0
919,2019-12-27,94852947.5,3775834,136093.0,2577661,4127.0,25.12,81125.37000000480,7560.0,68.0,3433.0
920,2019-12-28,94914717.45,3783121,136261.0,2579789,5159.0,25.09,61769.95000000300,7287.0,168.0,2128.0
921,2019-12-29,94995249.6,3790228,136387.0,2581867,5029.0,25.06,80532.14999999110,7107.0,126.0,2078.0
922,2019-12-30,95052484.78,3795608,136545.0,2583394,3853.0,25.04,57235.18000000720,5380.0,158.0,1527.0
923,2019-12-31,95106349.97,3801416,136648.0,2585138,4064.0,25.02,53865.189999997600,5808.0,103.0,1744.0
924,2020-01-01,95168614.94,3809050,136735.0,2588902,3870.0,24.98,62264.96999999880,7634.0,87.0,3764.0
925,2020-01-02,95240561.87,3817890,136845.0,2591199,6543.0,24.95,71946.93000000720,8840.0,110.0,2297.0
926,2020-01-03,95327247.62,3826343,136962.0,2593803,5849.0,24.91,86685.75,8453.0,117.0,2604.0
927,2020-01-04,95467863.32,3838413,137071.0,2595982,9891.0,24.87,140615.69999998800,12070.0,109.0,2179.0
928,2020-01-05,95539808.86,3848129,137196.0,2598408,7290.0,24.83,71945.54000000660,9716.0,125.0,2426.0
929,2020-01-06,95652713.25,3854002,137416.0,2600260,4021.0,24.82,112904.3900000010,5873.0,220.0,1852.0
930,2020-01-07,95756595.83,3861968,137590.0,2602209,6017.0,24.79,103882.57999999800,7966.0,174.0,1949.0
931,2020-01-08,95837090.32,3867962,137651.0,2603722,4481.0,24.78,80494.48999999460,5994.0,61.0,1513.0
932,2020-01-09,95890791.66,3874810,137749.0,2605674,4896.0,24.75,53701.340000003600,6848.0,98.0,1952.0
933,2020-01-09,95891369.36,3874962,137749.0,2605717,109.0,24.75,577.7000000029800,152.0,0.0,43.0
934,2020-01-10,95954944.09,3880917,137846.0,2607028,4644.0,24.72,63574.73000000420,5955.0,97.0,1311.0
935,2020-01-11,96032642.78,3888263,137961.0,2609335,5039.0,24.7,77698.68999999760,7346.0,115.0,2307.0
936,2020-01-12,96091486.72,3896975,138042.0,2611347,6700.0,24.66,58843.939999997600,8712.0,81.0,2012.0
937,2020-01-13,96164306.15,3904644,138123.0,2613339,5677.0,24.63,72819.43000000720,7669.0,81.0,1992.0
938,2020-01-14,96245982.58,3913649,138242.0,2617973,4371.0,24.59,81676.42999999230,9005.0,119.0,4634.0
939,2020-01-15,96308209.28,3920586,138353.0,2620331,4579.0,24.56,62226.70000000300,6937.0,111.0,2358.0
940,2020-01-16,96369155.55,3925301,138431.0,2622861,2185.0,24.55,60946.26999999580,4715.0,78.0,2530.0
941,2020-01-17,96441879.29,3930397,138521.0,2625677,2280.0,24.54,72723.74000000950,5096.0,90.0,2816.0
942,2020-01-18,96523234.54,3938104,138628.0,2629751,3633.0,24.51,81355.25,7707.0,107.0,4074.0
943,2020-01-19,96579473.99,3946660,138707.0,2634113,4194.0,24.47,56239.44999998810,8556.0,79.0,4362.0
944,2020-01-20,96647020.16,3959724,138831.0,2642837,4340.0,24.41,67546.17000000180,13064.0,124.0,8724.0
945,2020-01-21,96742945.04,3968995,138943.0,2648222,3886.0,24.37,95924.88000001010,9271.0,112.0,5385.0
946,2020-01-22,96834744.12,3977193,139030.0,2653470,2950.0,24.35,91799.07999999820,8198.0,87.0,5248.0
947,2020-01-23,97006970.83,3986728,139268.0,2658524,4481.0,24.33,172226.70999999300,9535.0,238.0,5054.0
948,2020-01-24,97085015.49,4003485,139386.0,2662267,13014.0,24.25,78044.65999999640,16757.0,118.0,3743.0
949,2020-01-25,97141476.66,4014333,139478.0,2666037,7078.0,24.2,56461.17000000180,10848.0,92.0,3770.0
950,2020-01-26,97214099.21,4026567,139559.0,2670056,8215.0,24.14,72622.54999999700,12234.0,81.0,4019.0
951,2020-01-27,97279734.79,4036161,139635.0,2673351,6299.0,24.1,65635.58000001310,9594.0,76.0,3295.0
952,2020-01-28,97366376.42,4043998,139735.0,2676469,4719.0,24.08,86641.62999999520,7837.0,100.0,3118.0
953,2020-01-29,97443663.72,4050060,139909.0,2679073,3458.0,24.06,77287.29999999700,6062.0,174.0,2604.0
954,2020-01-30,97495305.48,4055053,139970.0,2681665,2401.0,24.04,51641.760000005400,4993.0,61.0,2592.0
955,2020-01-31,97576741.19,4060812,140040.0,2683905,3519.0,24.03,81435.70999999340,5759.0,70.0,2240.0
956,2020-02-01,97647313.98,4068375,140123.0,2686911,4557.0,24.0,70572.79000000660,7563.0,83.0,3006.0
957,2020-02-02,97724719.62,4075451,140166.0,2691774,2213.0,23.98,77405.6400000006,7076.0,43.0,4863.0
958,2020-02-03,97815977.63,4079931,140241.0,2694438,1816.0,23.97,91258.00999999050,4480.0,75.0,2664.0
959,2020-02-04,97900890.4,4082715,140337.0,2695900,1322.0,23.98,84912.77000001070,2784.0,96.0,1462.0
960,2020-02-05,98034738.64,4085932,140405.0,2697531,1586.0,23.99,133848.23999999500,3217.0,68.0,1631.0
961,2020-02-06,98149284.78,4088732,140544.0,2698860,1471.0,24.0,114546.1400000010,2800.0,139.0,1329.0
962,2020-02-07,98374690.27,4091945,140646.0,2700022,2051.0,24.04,225405.48999999500,3213.0,102.0,1162.0
963,2020-02-08,98463231.84,4101196,140746.0,2702966,6307.0,24.01,88541.57000000780,9251.0,100.0,2944.0
964,2020-02-09,98655746.25,4115564,140793.0,2705528,11806.0,23.97,192514.40999999600,14368.0,47.0,2562.0
965,2020-02-10,98802721.29,4121288,140944.0,2707467,3785.0,23.97,146975.04000000700,5724.0,151.0,1939.0
966,2020-02-11,99280390.49,4132773,141674.0,2716094,2858.0,24.02,477669.1999999880,11485.0,730.0,8627.0
967,2020-02-12,99499714.49,4137886,142155.0,2718616,2591.0,24.05,219324.0,5113.0,481.0,2522.0
968,2020-02-13,99659251.81,4143665,142654.0,2721736,2659.0,24.05,159537.32000000800,5779.0,499.0,3120.0
969,2020-02-14,99774127.58,4148198,142922.0,2724458,1811.0,24.05,114875.76999999600,4533.0,268.0,2722.0
970,2020-02-15,99886748.92,4153139,143163.0,2727903,1496.0,24.05,112621.34000000400,4941.0,241.0,3445.0
971,2020-02-16,100027441.38,4157307,143473.0,2730676,1395.0,24.06,140692.45999999300,4168.0,310.0,2773.0
972,2020-02-17,100204717.87,4162890,143816.0,2733506,2753.0,24.07,177276.49000001000,5583.0,343.0,2830.0
973,2020-02-18,100402936.66,4167704,144496.0,2736485,1835.0,24.09,198218.78999999200,4814.0,680.0,2979.0
974,2020-02-19,100523414.64,4172490,145064.0,2739448,1823.0,24.09,120477.98000000400,4786.0,568.0,2963.0
975,2020-02-20,100636840.48,4178000,145714.0,2742966,1992.0,24.09,113425.84000000400,5510.0,650.0,3518.0
976,2020-02-21,100823432.65,4184204,146035.0,2746581,2589.0,24.1,186592.1700000020,6204.0,321.0,3615.0
977,2020-02-22,100943455.58,4190843,146472.0,2750154,3066.0,24.09,120022.92999999200,6639.0,437.0,3573.0
978,2020-02-23,101054386.13,4197797,146713.0,2753311,3797.0,24.07,110930.54999999700,6954.0,241.0,3157.0
979,2020-02-24,101201499.82,4204685,146927.0,2755562,4637.0,24.07,147113.68999999800,6888.0,214.0,2251.0
980,2020-02-25,101321359.35,4210112,147104.0,2758209,2780.0,24.07,119859.53000000100,5427.0,177.0,2647.0
981,2020-02-26,101423125.77,4215506,147327.0,2760497,3106.0,24.06,101766.42000000200,5394.0,223.0,2288.0
982,2020-02-27,101522854.47,4222033,147621.0,2762852,4172.0,24.05,99728.70000000300,6527.0,294.0,2355.0
